gameVersion,summoner_name,summoner_team,summoner_position,summoner_champion,summoner_winFlag,opponent_name,opponent_team,opponent_position,opponent_champion,opponent_winFlag
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Sivir,True,우 제,blue,BOTTOM,Zeri,False
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Xayah,False,ahgkadlfflak,blue,BOTTOM,Zeri,True
13.15.524.1760,T1 Gumayusi,blue,TOP,Renekton,False,단대미,red,TOP,Yone,True
13.15.524.1760,T1 Gumayusi,blue,BOTTOM,Xayah,False,XD CARRY MACHINE,red,BOTTOM,Ezreal,True
13.15.524.1760,T1 Gumayusi,red,UTILITY,Alistar,True,DRX 정온,blue,UTILITY,Rakan,False
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Tristana,True,OneZang,blue,BOTTOM,Nilah,False
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Sivir,True,zxcvbnmlo,blue,BOTTOM,Kaisa,False
13.15.524.1760,T1 Gumayusi,blue,BOTTOM,Kaisa,True,jkjkjkjkk,red,BOTTOM,Draven,False
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Kaisa,True,Gen G Seeder,blue,BOTTOM,Ziggs,False
13.15.524.1760,T1 Gumayusi,blue,UTILITY,Rakan,True,바꿔놓다,red,UTILITY,Rell,False
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Kaisa,False,Private Mail,blue,BOTTOM,Zeri,True
13.15.524.1760,T1 Gumayusi,blue,BOTTOM,Kaisa,False,마약고구마,red,BOTTOM,Nilah,True
13.15.524.1760,T1 Gumayusi,blue,BOTTOM,Sivir,True,킬러톱,red,BOTTOM,Cassiopeia,False
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Sivir,True,짜증나짜증나,blue,BOTTOM,Zeri,False
13.15.524.1760,T1 Gumayusi,blue,BOTTOM,Kaisa,False,Gen G SIayer,red,BOTTOM,Ezreal,True
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Sivir,True,부캐 원딜,blue,BOTTOM,Ezreal,False
13.15.524.1760,T1 Gumayusi,red,BOTTOM,Sivir,True,ahgkadlfflak,blue,BOTTOM,Kaisa,False
13.15.523.2423,T1 Gumayusi,red,TOP,Poppy,True,망고팀 MID,blue,TOP,KSante,False
13.15.523.2423,T1 Gumayusi,red,BOTTOM,Xayah,True,좋은매칭메커니즘,blue,BOTTOM,Draven,False
13.15.523.2423,T1 Gumayusi,blue,BOTTOM,Xayah,True,hyun2,red,BOTTOM,Kaisa,False
13.15.523.2423,T1 Gumayusi,red,BOTTOM,Kaisa,True,qweriost,blue,BOTTOM,Tristana,False
13.15.523.2423,T1 Gumayusi,red,BOTTOM,Xayah,False,DK Rahel,blue,BOTTOM,Zeri,True
13.15.523.2423,T1 Gumayusi,red,BOTTOM,Sivir,False,hydzs,blue,BOTTOM,Zeri,True
13.15.523.2423,T1 Gumayusi,blue,BOTTOM,Xayah,True,구락스보고싶다,red,BOTTOM,Sivir,False
13.15.523.2423,T1 Gumayusi,blue,BOTTOM,Xayah,False,John Wix,red,BOTTOM,Ezreal,True
13.14.522.7601,T1 Gumayusi,red,BOTTOM,Xayah,True,cdwd,blue,BOTTOM,Kaisa,False
13.14.522.7601,T1 Gumayusi,red,BOTTOM,Kaisa,False,Xoishii,blue,BOTTOM,Sivir,True
13.14.522.7601,T1 Gumayusi,red,BOTTOM,Zeri,False,eyes have to use,blue,BOTTOM,Ezreal,True
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Kaisa,False,zenbukorosu,red,BOTTOM,Draven,True
13.14.522.7601,T1 Gumayusi,red,BOTTOM,Xayah,False,hbzb,blue,BOTTOM,Zeri,True
13.14.522.7601,T1 Gumayusi,blue,TOP,Tristana,False,Summer 체리,red,TOP,Gnar,True
13.14.522.7601,T1 Gumayusi,blue,JUNGLE,Maokai,True,빵사와인직아,red,JUNGLE,Poppy,False
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Kaisa,False,이성조,red,BOTTOM,MissFortune,True
13.14.522.7601,T1 Gumayusi,red,TOP,Aatrox,True,bobiking7,blue,TOP,Poppy,False
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Xayah,True,gnpm,red,TOP,Rumble,False
13.14.522.7601,T1 Gumayusi,red,BOTTOM,Ezreal,False,cholrae,blue,BOTTOM,Tristana,True
13.14.522.7601,T1 Gumayusi,red,BOTTOM,Lucian,True,난 9,blue,BOTTOM,Kalista,False
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Sivir,True,Gen G Carfe,red,BOTTOM,Ezreal,False
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Varus,True,DRX 파덕,red,BOTTOM,Tristana,False
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Varus,False,ahgkadlfflak,red,BOTTOM,Draven,True
13.14.522.7601,T1 Gumayusi,red,UTILITY,Nautilus,False,batuwon,blue,UTILITY,Belveth,True
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Varus,True,niannian,red,BOTTOM,Ashe,False
13.14.522.7601,T1 Gumayusi,red,BOTTOM,Xayah,True,niannian,blue,BOTTOM,Tristana,False
13.14.522.7601,T1 Gumayusi,blue,BOTTOM,Sivir,True,Fzz gege,red,BOTTOM,Xayah,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Nilah,False,문지르기,red,BOTTOM,Samira,True
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Lucian,True,칼과 창 방패,blue,MIDDLE,Poppy,False
13.14.520.6878,T1 Gumayusi,red,UTILITY,Pyke,True,좋은매칭메커니즘,blue,UTILITY,Senna,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Kaisa,False,T1 Smash1,blue,BOTTOM,Ashe,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Tristana,False,tezda,red,BOTTOM,Kaisa,True
13.14.520.6878,T1 Gumayusi,red,TOP,KSante,False,Epilogue for you,blue,JUNGLE,Sylas,True
13.14.520.6878,T1 Gumayusi,blue,UTILITY,Rell,True,1624,red,UTILITY,Alistar,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,qweasdqweasdqw,red,BOTTOM,Samira,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Jinx,False,커여운물개,red,BOTTOM,Xayah,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Xayah,False,이기고싶댜아,red,BOTTOM,Kaisa,True
13.14.520.6878,T1 Gumayusi,red,UTILITY,Bard,False,zhixingheyi,blue,BOTTOM,Kaisa,True
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Kaisa,False,나는 바보다,blue,BOTTOM,Samira,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Xayah,True,eyes have to use,red,BOTTOM,Kaisa,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,xixibaby,red,BOTTOM,Xayah,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Tristana,True,EDG Pzi,red,BOTTOM,Kaisa,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Kaisa,False,ahgkadlfflak,blue,BOTTOM,Draven,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,False,ahgkadlfflak,red,BOTTOM,Draven,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Samira,False,역시는역시역시네,red,BOTTOM,Kaisa,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,미소 엄마3,red,BOTTOM,Ezreal,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Nilah,True,소년가장 원딜,blue,BOTTOM,Samira,False
13.14.520.6878,T1 Gumayusi,blue,TOP,Rumble,False,cccccc2,red,TOP,Fiora,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,carrryy,red,BOTTOM,Ashe,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Samira,True,NS Jiwoo,blue,BOTTOM,Kaisa,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,Saebyuck,red,BOTTOM,Draven,False
13.14.520.6878,T1 Gumayusi,red,TOP,Gnar,False,샌드박스 송현민,blue,TOP,Renekton,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,False,타 잔,red,BOTTOM,Ashe,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,asdfzxcvwe,red,BOTTOM,Draven,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,낭만 영원히,red,BOTTOM,Nilah,False
13.14.520.6878,T1 Gumayusi,red,JUNGLE,Viego,True,라쿤99,blue,JUNGLE,Kindred,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Ezreal,False,Bad End,red,BOTTOM,Draven,True
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Draven,False,이치 롭이어,blue,BOTTOM,Kaisa,True
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Kaisa,False,baozaopiqi,blue,BOTTOM,Samira,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Tristana,True,AD Gun,red,BOTTOM,Kaisa,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,False,wqdgfnlk,red,BOTTOM,Tristana,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Ezreal,True,takes you home,red,BOTTOM,Samira,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Kaisa,False,KDF 태윤,blue,BOTTOM,Samira,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,qweasdqweasdqw,red,BOTTOM,Xayah,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Varus,True,킬러톱,red,BOTTOM,Cassiopeia,False
13.14.520.6878,T1 Gumayusi,blue,TOP,Poppy,True,나 랜선데,red,TOP,Renekton,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Ashe,True,오늘에만족하지마,blue,BOTTOM,Yasuo,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Xayah,False,xixibaby,red,BOTTOM,Ashe,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Xayah,True,진정하다carry,red,BOTTOM,Draven,False
13.14.520.6878,T1 Gumayusi,blue,TOP,Renekton,False,Gen G Zest,red,TOP,Jax,True
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Kaisa,True,qweasdqweasdqw,blue,BOTTOM,Varus,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Kaisa,True,jiaqi3,blue,BOTTOM,Zeri,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Xayah,True,잠깐만이거만먹고,red,BOTTOM,Kaisa,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,l O U 1,red,BOTTOM,Samira,False
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,True,CrazyCat88,red,BOTTOM,Draven,False
13.14.520.6878,T1 Gumayusi,red,BOTTOM,Jhin,False,KDF 태윤,blue,BOTTOM,Kaisa,True
13.14.520.6878,T1 Gumayusi,blue,BOTTOM,Kaisa,False,Xoishii,red,BOTTOM,Xayah,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Draven,True,skdmlwlsjd,red,BOTTOM,Aphelios,False
13.13.518.539,T1 Gumayusi,blue,TOP,Rumble,True,NSDnDn1,red,TOP,Darius,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Xayah,False,Deft DK,blue,BOTTOM,Kaisa,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Vayne,True,qweasdqweasdqw,red,BOTTOM,Kaisa,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Xayah,False,GOOD GAME GG XD,blue,BOTTOM,Zeri,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Xayah,False,owoqaq,red,BOTTOM,Kaisa,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Draven,False,Bad End,red,BOTTOM,Nilah,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,False,BRO Enosh,red,BOTTOM,Ezreal,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Draven,False,Ljlrpajkklxwfc,red,BOTTOM,Tristana,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,False,어쩔마문,red,BOTTOM,Ezreal,True
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,True,viper3,blue,BOTTOM,Vayne,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,False,Bad End,red,BOTTOM,Draven,True
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,True,푸른 갈대,blue,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Xayah,False,Gen G SIayer,red,BOTTOM,Kaisa,True
13.13.518.539,T1 Gumayusi,blue,UTILITY,Blitzcrank,False,아닌건아닌거잖아,red,UTILITY,Rakan,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,True,가던 길이나 가,red,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,False,hei si yyds,blue,BOTTOM,Xayah,True
13.13.518.539,T1 Gumayusi,red,UTILITY,Rakan,False,Chu성훈,blue,UTILITY,Nautilus,True
13.13.518.539,T1 Gumayusi,red,BOTTOM,Xayah,False,skdmlwlsjd,blue,BOTTOM,Kaisa,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Xayah,False,오늘에만족하지마,red,BOTTOM,Kaisa,True
13.13.518.539,T1 Gumayusi,blue,UTILITY,Volibear,True,LLCC fans,red,UTILITY,Alistar,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,True,Gen G SIayer,red,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,True,문지르기,blue,BOTTOM,Varus,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,True,qweasdqweasdqw,blue,BOTTOM,Draven,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,False,qweasdqweasdqw,red,BOTTOM,Xayah,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Xayah,True,Gen G SIayer,red,BOTTOM,Kaisa,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,False,호시노 로컨,red,BOTTOM,Samira,True
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,False,이토시이 뽀시,blue,BOTTOM,Zeri,True
13.13.518.539,T1 Gumayusi,blue,TOP,Renekton,True,TwitchTV Migung,red,TOP,Quinn,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,False,xi1,blue,BOTTOM,Samira,True
13.13.518.539,T1 Gumayusi,blue,JUNGLE,Viego,False,xiaofangOWO,red,JUNGLE,Nidalee,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Xayah,True,xiaoyashen,red,BOTTOM,Ashe,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,True,으끄으끄,red,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,red,UTILITY,Alistar,True,우승을 차지하다,blue,UTILITY,Rell,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Xayah,True,DRX 파덕,red,BOTTOM,Varus,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,True,쟁구쟁구,blue,BOTTOM,Tristana,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,True,Rose bloomforyou,red,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Tristana,True,drx3,blue,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,red,BOTTOM,Kaisa,True,으끄으끄,blue,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Tristana,True,으끄으끄,red,BOTTOM,Xayah,False
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,False,으끄으끄,red,BOTTOM,Xayah,True
13.13.518.539,T1 Gumayusi,blue,BOTTOM,Kaisa,True,가던 길이나 가,red,BOTTOM,Xayah,False
13.11.512.9046,T1 Gumayusi,red,BOTTOM,Lucian,False,DK Rahel,blue,BOTTOM,Kalista,True
13.11.512.9046,T1 Gumayusi,red,BOTTOM,Zeri,False,Wixxi LFT,blue,BOTTOM,MissFortune,True
13.11.512.9046,T1 Gumayusi,blue,BOTTOM,Draven,True,푸른 갈대,red,BOTTOM,Aphelios,False
13.11.512.9046,T1 Gumayusi,blue,BOTTOM,Kalista,False,NS Jiwoo,red,BOTTOM,Zeri,True
13.11.512.9046,T1 Gumayusi,red,BOTTOM,Aphelios,False,이기고싶댜아,blue,BOTTOM,Ezreal,True
13.11.512.9046,T1 Gumayusi,blue,BOTTOM,Draven,True,DF Roie,red,BOTTOM,Lucian,False
13.11.512.9046,T1 Gumayusi,blue,BOTTOM,Zeri,True,qweasdqweas,red,BOTTOM,Lucian,False
13.11.512.9046,T1 Gumayusi,blue,JUNGLE,Vi,False,zangaihuashao,red,JUNGLE,Khazix,True
13.11.512.9046,T1 Gumayusi,blue,BOTTOM,Xayah,False,역천괴,red,BOTTOM,Aphelios,True
13.11.512.9046,T1 Gumayusi,blue,BOTTOM,Zeri,True,운명에 대적하다,red,BOTTOM,Aphelios,False
13.11.512.9046,T1 Gumayusi,blue,BOTTOM,Aphelios,True,care bad girl1,red,BOTTOM,Kaisa,False
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Aphelios,True,Bad End,red,BOTTOM,Draven,False
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Zeri,True,dlrlwkdk,red,BOTTOM,Draven,False
13.11.512.8126,T1 Gumayusi,blue,JUNGLE,Vi,False,xxxxlululu,red,JUNGLE,Kindred,True
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Zeri,True,Bad End,red,BOTTOM,Twitch,False
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Draven,True,DK Rahel,red,BOTTOM,Zeri,False
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Draven,False,drx4,red,BOTTOM,Aphelios,True
13.11.512.8126,T1 Gumayusi,blue,JUNGLE,Vi,True,이기고싶댜아,red,JUNGLE,Khazix,False
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Kalista,False,care bad girl1,red,BOTTOM,Lucian,True
13.11.512.8126,T1 Gumayusi,red,BOTTOM,Lucian,True,Aileri,blue,TOP,Irelia,False
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Zeri,False, wxzsr,red,BOTTOM,Aphelios,True
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Zeri,False,관 모,red,BOTTOM,Samira,True
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Lucian,True,hei si yyds,red,BOTTOM,Aphelios,False
13.11.512.8126,T1 Gumayusi,blue,JUNGLE,Nidalee,True,Hide on bush,red,JUNGLE,MonkeyKing,False
13.11.512.8126,T1 Gumayusi,blue,JUNGLE,Vi,False,전상득,red,JUNGLE,Talon,True
13.11.512.8126,T1 Gumayusi,red,BOTTOM,Jhin,False,JHJHJHJ1,blue,BOTTOM,Zeri,True
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,Twitch,False,Gen G Ruler,red,BOTTOM,Aphelios,True
13.11.512.8126,T1 Gumayusi,red,BOTTOM,Zeri,False,care bad girl1,blue,BOTTOM,Lucian,True
13.11.512.8126,T1 Gumayusi,blue,BOTTOM,KogMaw,False,care bad girl1,red,BOTTOM,Lucian,True
13.11.511.6414,T1 Gumayusi,red,BOTTOM,Zeri,False,냥냥이는 냐옹,blue,BOTTOM,KogMaw,True
13.11.511.6414,T1 Gumayusi,red,BOTTOM,Varus,True,냥냥이는 냐옹,blue,BOTTOM,Kalista,False
13.11.511.6414,T1 Gumayusi,red,BOTTOM,Jinx,False,luck dog,blue,BOTTOM,Aphelios,True
13.11.511.6414,T1 Gumayusi,blue,BOTTOM,Vayne,False,care bad girl1,red,BOTTOM,Zeri,True
13.11.511.6414,T1 Gumayusi,blue,BOTTOM,Jinx,True,신이 되는 길,red,BOTTOM,Xayah,False
13.11.511.6414,T1 Gumayusi,blue,BOTTOM,Kalista,False,냥냥이는 냐옹,red,BOTTOM,Lucian,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,KogMaw,True,keaikeai,red,BOTTOM,Lucian,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,False,KDF 태윤,blue,BOTTOM,Twitch,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,True,KDF 태윤,blue,BOTTOM,Aphelios,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,True,이기고싶댜아,blue,BOTTOM,Lucian,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Lucian,False,DRX 파덕,blue,BOTTOM,Ezreal,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Vayne,False,skdmlwlsjd,blue,BOTTOM,Lucian,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Aphelios,True,조관우급 늪 설치,red,BOTTOM,Cassiopeia,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Lucian,False,pdx3,blue,BOTTOM,Ezreal,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,True,B0NN1E,blue,BOTTOM,Jinx,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,True,호시노 로컨,blue,BOTTOM,Lucian,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Twitch,True,krats aira,blue,BOTTOM,Zeri,False
13.10.509.8402,T1 Gumayusi,blue,UTILITY,Yuumi,True,오늘보다내일의너,red,UTILITY,Milio,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Caitlyn,False,돼지크면맘모스,blue,BOTTOM,Aphelios,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Samira,False,아이린,red,BOTTOM,Aphelios,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,False,drx3,blue,BOTTOM,Aphelios,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,KogMaw,True,DK Lucid,blue,BOTTOM,Ezreal,False
13.10.509.8402,T1 Gumayusi,red,UTILITY,Lulu,False,DDDRXX,blue,BOTTOM,Samira,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Zeri,True,광주충장파,red,BOTTOM,Tristana,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Zeri,True,BRO Hena,red,BOTTOM,Aphelios,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Varus,True,tteJ,blue,BOTTOM,Zeri,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Ezreal,False,땅우양,red,BOTTOM,KogMaw,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Samira,True,gmawjdgks,red,BOTTOM,Aphelios,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Draven,True,krats aira,red,BOTTOM,KogMaw,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,KogMaw,True,라면이 맛있다,red,BOTTOM,Jinx,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Aphelios,False,바보 태윤,blue,BOTTOM,Zeri,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Zeri,False,gmawjdgks,red,BOTTOM,Lucian,True
13.10.509.8402,T1 Gumayusi,blue,JUNGLE,Vi,False,에휴휴휴휴휴,red,JUNGLE,Graves,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,True,krats aira,blue,BOTTOM,Lucian,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Zeri,False, wxzsr,red,BOTTOM,Jhin,True
13.10.509.8402,T1 Gumayusi,blue,JUNGLE,Maokai,True,타 잔,red,JUNGLE,Neeko,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Jhin,True,Only You Baby XD,red,BOTTOM,Aphelios,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Zeri,True,킬러톱,blue,BOTTOM,Cassiopeia,False
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Jhin,True,피그차이나,blue,BOTTOM,KogMaw,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Sivir,False,으끄으끄,red,BOTTOM,Xayah,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Zeri,True,krats aira,red,BOTTOM,Aphelios,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Varus,False,IG Xzz,red,BOTTOM,Zeri,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,KogMaw,False,Only You Baby XD,blue,BOTTOM,Varus,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,Samira,False,Jett7,blue,BOTTOM,Zeri,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,KogMaw,False,아이린,blue,BOTTOM,Ezreal,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Zeri,True,pdx3,red,BOTTOM,Aphelios,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Zeri,True,피그차이나,red,BOTTOM,Varus,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Lucian,False,IG Xzz,red,BOTTOM,Zeri,True
13.10.509.8402,T1 Gumayusi,red,BOTTOM,KogMaw,False,ecrrd,blue,BOTTOM,Lucian,True
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,KogMaw,False,hei si yyds,red,BOTTOM,Lucian,True
13.10.509.8402,T1 Gumayusi,blue,JUNGLE,JarvanIV,True,BRO Raptor,red,JUNGLE,Lillia,False
13.10.509.8402,T1 Gumayusi,blue,BOTTOM,Jhin,True,bot gap guy,red,BOTTOM,Jinx,False
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,KogMaw,False,The Janet1,red,BOTTOM,Aphelios,True
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Jinx,False,The Janet1,red,BOTTOM,Aphelios,True
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,KogMaw,False,gasdwjsk,red,BOTTOM,Aphelios,True
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Jinx,True,Kakhi shoot,red,BOTTOM,Aphelios,False
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Jinx,False,KT Hype,red,BOTTOM,Xayah,True
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Vayne,True,아아스크림,red,BOTTOM,Ezreal,False
13.9.506.4846,T1 Gumayusi,blue,JUNGLE,Maokai,True,BRO Raptor,red,JUNGLE,Neeko,False
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Kaisa,False,LSB Diable,red,BOTTOM,Ezreal,True
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Aphelios,True,초콜릿ll,red,BOTTOM,Xayah,False
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Jinx,False,ecrrd,red,BOTTOM,Lucian,True
13.9.506.4846,T1 Gumayusi,blue,BOTTOM,Twitch,False,ecrrd,red,BOTTOM,Xayah,True
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Xayah,True,want 1st,blue,BOTTOM,Aphelios,False
13.8.505.1214,T1 Gumayusi,blue,JUNGLE,Belveth,False,에휴휴휴휴휴,red,JUNGLE,Graves,True
13.8.505.1214,T1 Gumayusi,red,BOTTOM,Jinx,True,want 1st,blue,BOTTOM,Ezreal,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Aphelios,True,아이린,red,BOTTOM,Jinx,False
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Aphelios,False,아이린,red,BOTTOM,Jinx,True
13.8.505.1214,T1 Gumayusi,blue,BOTTOM,Xayah,True,룡푱쿙뿅,red,BOTTOM,Ezreal,False
